order_id,city,pickup_lat,pickup_lon,drop_lat,drop_lon
ORD000063,Bangalore,12.92484,77.637731,12.951609,77.624457
ORD000064,Kolkata,22.476312,88.184889,22.460235,88.183918
ORD000065,Hyderabad,17.614924,78.456742,17.456638,78.353522
ORD000066,Ahmedabad,23.026124,72.58344,23.001181,72.432203
ORD000067,Delhi,28.60882,77.218719,28.61014,77.204336
ORD000068,Mumbai,19.204614,72.967838,19.282796,72.838928
ORD000069,Bangalore,12.778437,77.566212,12.833296,77.680285
ORD000070,Kolkata,22.487744,88.3663,22.506572,88.357868
ORD000071,Hyderabad,17.442061,78.354238,17.550473,78.388124
ORD000072,Ahmedabad,23.113848,72.54048,23.028108,72.581589
ORD000073,Delhi,28.68755,77.45642,28.684571,77.438949
ORD000074,Mumbai,19.061895,72.867002,19.212485,72.97762
ORD000075,Bangalore,12.94537,77.634834,12.997736,77.594045
ORD000076,Kolkata,22.489859,88.372204,22.786502,88.383685
ORD000077,Hyderabad,17.608199,78.501074,17.600108,78.457061
ORD000078,Ahmedabad,22.978701,72.436723,22.980912,72.442436
ORD000079,Delhi,28.599829,77.22352,28.470362,77.023281
ORD000080,Mumbai,19.204934,72.974646,19.232458,72.988009
ORD000081,Bangalore,13.078464,77.580722,12.775028,77.557858
ORD000082,Kolkata,22.477354,88.191378,22.475341,88.198107
ORD000083,Hyderabad,17.449241,78.346385,17.479226,78.389234
ORD000084,Ahmedabad,23.055524,72.60431,23.07819,72.603534
ORD000085,Delhi,28.528093,77.182305,28.69976,77.074457
ORD000086,Mumbai,19.272101,72.868224,19.231748,72.978913
ORD000087,Bangalore,12.794788,77.555697,12.796318,77.585424
ORD000088,Kolkata,22.469811,88.212184,22.494806,88.378383
ORD000089,Hyderabad,17.381105,78.474071,17.387868,78.511189
ORD000090,Ahmedabad,23.225853,72.636117,23.200141,72.637566
ORD000091,Delhi,28.721681,77.086161,28.705914,77.123882
ORD000092,Mumbai,19.233192,72.972395,19.194049,72.96574
ORD000093,Bangalore,12.926838,77.611806,12.956237,77.641125
ORD000094,Kolkata,22.529296,88.330086,22.478124,88.174806
ORD000095,Hyderabad,17.257848,78.443398,17.427282,78.33807
ORD000096,Ahmedabad,23.020676,72.563,22.90603,72.450786
ORD000097,Delhi,28.662862,77.45649,28.664744,77.442546
ORD000098,Mumbai,19.237389,72.981647,19.052877,72.896388
ORD000099,Bangalore,12.944344,77.616117,12.925093,77.620554
ORD000100,Kolkata,22.651445,88.045999,22.671256,88.027758
ORD000101,Hyderabad,17.452138,78.329668,17.546869,78.408752
ORD000102,Ahmedabad,22.905571,72.468142,23.007331,72.587801
ORD000103,Delhi,28.705362,77.097187,28.694675,77.109759
ORD000104,Mumbai,18.923259,72.841403,19.082024,72.880262
ORD000105,Bangalore,13.185609,77.715716,13.207006,77.721912
ORD000106,Kolkata,22.668281,88.0461,22.589532,88.360373
ORD000107,Hyderabad,17.471842,78.393151,17.492984,78.401263
ORD000108,Ahmedabad,23.08772,72.557398,23.128088,72.526038
ORD000109,Delhi,28.449272,77.032932,28.443089,77.024136
ORD000110,Mumbai,19.028754,72.875653,19.196643,72.992121
ORD000111,Bangalore,12.985295,77.59978,12.952489,77.606778
ORD000112,Kolkata,22.453129,88.194844,22.659036,88.054836
ORD000113,Hyderabad,17.43974,78.329829,17.235615,78.424676
ORD000114,Ahmedabad,23.129487,72.560123,23.101055,72.552952
ORD000115,Delhi,28.613625,77.219297,28.609206,77.192762
ORD000116,Mumbai,19.13224,72.85938,19.083913,72.871956
ORD000117,Bangalore,13.063283,77.594099,13.185714,77.712438
ORD000118,Kolkata,22.482352,88.203889,22.467631,88.179795
ORD000119,Hyderabad,17.515871,78.388863,17.541466,78.416507
ORD000120,Ahmedabad,23.09534,72.525067,23.01483,72.564692
ORD000121,Delhi,28.710874,77.093306,28.676068,77.468502
ORD000122,Mumbai,18.921253,72.839902,19.205833,72.990154
ORD000123,Bangalore,12.9745,77.602814,12.839793,77.670935
ORD000124,Kolkata,22.695806,88.047826,22.662001,88.019788
ORD000125,Hyderabad,17.625951,78.470812,17.389888,78.482636
ORD000126,Ahmedabad,23.007765,72.433013,22.878645,72.485938
ORD000127,Delhi,28.710201,77.104314,28.700303,77.094844
ORD000128,Mumbai,19.088189,72.875521,19.098327,72.878707
ORD000129,Bangalore,12.85459,77.673885,12.997366,77.593089
ORD000130,Kolkata,22.685164,88.040719,22.666389,88.043429
ORD000131,Hyderabad,17.624071,78.4766,17.631289,78.490289
ORD000132,Ahmedabad,23.012041,72.465307,22.988569,72.477343
ORD000133,Delhi,28.450774,77.005995,28.690741,77.12922
ORD000134,Mumbai,19.118932,72.879302,19.122487,72.862777
ORD000135,Bangalore,12.924865,77.61685,12.929848,77.619089
ORD000136,Kolkata,22.475245,88.200875,22.553878,88.318329
ORD000137,Hyderabad,17.432132,78.325178,17.601784,78.457846
ORD000138,Ahmedabad,23.12043,72.574082,23.0966,72.544037
ORD000139,Delhi,28.542662,77.183308,28.508435,77.18328
ORD000140,Mumbai,19.263729,72.870359,19.280773,72.846758
ORD000141,Bangalore,12.804039,77.57637,12.803377,77.557315
ORD000142,Kolkata,22.569711,88.353813,22.577163,88.353284
ORD000143,Hyderabad,17.60901,78.482611,17.391121,78.506437
ORD000144,Ahmedabad,23.01266,72.442201,22.992463,72.476072
ORD000145,Delhi,28.505917,77.193483,28.699557,77.095736
ORD000146,Mumbai,19.059198,72.887549,19.023668,72.896643
ORD000147,Bangalore,13.091892,77.585879,13.093021,77.57964
ORD000148,Kolkata,22.46672,88.195075,22.454391,88.206941
ORD000149,Hyderabad,17.381032,78.484336,17.381836,78.4739
ORD000150,Ahmedabad,22.992537,72.483323,23.019328,72.471927
ORD000151,Delhi,28.700069,77.088473,28.609841,77.21592
ORD000152,Mumbai,19.031792,72.906914,18.920738,72.85639
ORD000153,Bangalore,12.929664,77.61762,12.952706,77.617093
ORD000154,Kolkata,22.548993,88.331707,22.540816,88.351393
ORD000155,Hyderabad,17.608054,78.470949,17.603292,78.4691
ORD000156,Ahmedabad,23.070102,72.616475,23.232088,72.629581
ORD000157,Delhi,28.437193,77.023772,28.708032,77.126454
ORD000158,Mumbai,18.931817,72.817555,19.290961,72.842059
ORD000159,Bangalore,12.919303,77.609257,12.811459,77.544644
ORD000160,Kolkata,22.466699,88.190364,22.496797,88.352078
ORD000161,Hyderabad,17.510814,78.395923,17.497143,78.39168
ORD000162,Ahmedabad,23.026784,72.579772,22.905284,72.463859
ORD000163,Delhi,28.836071,77.085966,28.852119,77.079172
ORD000164,Mumbai,19.220629,72.963249,18.939035,72.840487
ORD000165,Bangalore,13.08754,77.570147,13.077473,77.593763
ORD000166,Kolkata,22.47287,88.177356,22.495291,88.204622
ORD000167,Hyderabad,17.451397,78.33494,17.471898,78.394799
ORD000168,Ahmedabad,23.113821,72.540058,23.03027,72.570929
ORD000169,Delhi,28.616234,77.202985,28.603116,77.220243
ORD000170,Mumbai,19.12318,72.863676,19.095182,72.874081
ORD000171,Bangalore,12.935679,77.630066,12.963557,77.598451
ORD000172,Kolkata,22.458691,88.188431,22.453127,88.216009
ORD000173,Hyderabad,17.524576,78.381384,17.515393,78.3864
ORD000174,Ahmedabad,23.028872,72.570831,23.022461,72.579075
ORD000175,Delhi,28.537314,77.186588,28.658827,77.427669
ORD000176,Mumbai,19.133406,72.883699,19.103815,72.870928
ORD000177,Bangalore,12.786818,77.575939,13.081179,77.580672
ORD000178,Kolkata,22.504228,88.376072,22.502386,88.365212
ORD000179,Hyderabad,17.622016,78.463452,17.585338,78.487176
ORD000180,Ahmedabad,23.21699,72.654419,23.013113,72.575374
ORD000181,Delhi,28.471583,77.022564,28.727381,77.105179
ORD000182,Mumbai,19.104227,72.860024,19.115461,72.865117
ORD000183,Bangalore,12.792004,77.556604,12.925472,77.624253
ORD000184,Kolkata,22.576625,88.3679,22.587854,88.367239
ORD000185,Hyderabad,17.387623,78.481912,17.527736,78.381045
ORD000186,Ahmedabad,23.015743,72.560948,23.029107,72.572879
ORD000187,Delhi,28.631169,77.205562,28.540168,77.188244
ORD000188,Mumbai,19.261883,72.851781,19.21971,72.985985
ORD000189,Bangalore,12.826527,77.660055,12.857958,77.656278
ORD000190,Kolkata,22.592739,88.344661,22.472855,88.208259
ORD000191,Hyderabad,17.494273,78.38882,17.390947,78.505636
ORD000192,Ahmedabad,23.063653,72.604747,23.06409,72.597936
ORD000193,Delhi,28.444205,77.029892,28.460725,77.01552
ORD000194,Mumbai,19.028441,72.893771,19.112026,72.886403
ORD000195,Bangalore,12.951235,77.603108,12.977027,77.595827
ORD000196,Kolkata,22.654874,88.041934,22.684029,88.036149
ORD000197,Hyderabad,17.224515,78.432518,17.449722,78.340338
ORD000198,Ahmedabad,23.032731,72.576638,22.895524,72.469442
ORD000199,Delhi,28.631982,77.229737,28.605835,77.217993
ORD000200,Mumbai,19.040138,72.906775,19.044231,72.872975
ORD000201,Bangalore,12.931088,77.635242,12.915735,77.626595
ORD000202,Kolkata,22.66807,88.055462,22.490836,88.21971
ORD000203,Hyderabad,17.391925,78.489287,17.3868,78.479914
ORD000204,Ahmedabad,23.04044,72.625937,23.198865,72.615768
ORD000205,Delhi,28.623356,77.212987,28.623461,77.196749
ORD000206,Mumbai,19.07171,72.86952,18.932334,72.808608
ORD000207,Bangalore,13.062328,77.57664,12.937423,77.634706
ORD000208,Kolkata,22.783096,88.397818,22.798422,88.415319
ORD000209,Hyderabad,17.556755,78.393262,17.534489,78.380778
ORD000210,Ahmedabad,23.037378,72.555544,23.041081,72.565167
ORD000211,Delhi,28.681806,77.463254,28.593139,77.221616
ORD000212,Mumbai,19.032636,72.895211,19.110591,72.89536
ORD000213,Bangalore,12.979544,77.571169,12.964737,77.604402
ORD000214,Kolkata,22.544178,88.334737,22.495419,88.378705
ORD000215,Hyderabad,17.538451,78.384952,17.389787,78.488275
ORD000216,Ahmedabad,23.060491,72.588364,23.213647,72.658443
ORD000217,Delhi,28.445163,77.051791,28.472046,77.003217
ORD000218,Mumbai,19.087743,72.873735,19.275552,72.879522
ORD000219,Bangalore,13.092459,77.594994,12.840497,77.648185
ORD000220,Kolkata,22.528395,88.332034,22.5321,88.336864
ORD000221,Hyderabad,17.435126,78.353515,17.474219,78.382103
ORD000222,Ahmedabad,23.01695,72.466284,23.076671,72.608234
ORD000223,Delhi,28.591166,77.196891,28.601137,77.197216
ORD000224,Mumbai,19.104066,72.886788,19.204976,72.981886
ORD000225,Bangalore,12.937129,77.618341,12.937015,77.598645
ORD000226,Kolkata,22.488172,88.374772,22.555936,88.334979
ORD000227,Hyderabad,17.248551,78.425957,17.235573,78.42041
ORD000228,Ahmedabad,23.056832,72.636047,23.075164,72.594663
ORD000229,Delhi,28.512257,77.201737,28.722595,77.104651
ORD000230,Mumbai,18.927365,72.846523,19.122274,72.866236
ORD000231,Bangalore,13.08588,77.570564,13.090078,77.59064
ORD000232,Kolkata,22.576917,88.355222,22.804717,88.405498
ORD000233,Hyderabad,17.396575,78.497537,17.371775,78.49528
ORD000234,Ahmedabad,23.048996,72.60901,23.029824,72.55183
ORD000235,Delhi,28.70877,77.093293,28.614635,77.217148
ORD000236,Mumbai,19.038156,72.913645,19.285217,72.838164
ORD000237,Bangalore,12.932595,77.614344,13.083276,77.577281
ORD000238,Kolkata,22.79664,88.431517,22.813707,88.409173
ORD000239,Hyderabad,17.494023,78.399155,17.492684,78.4101
ORD000240,Ahmedabad,23.010586,72.450291,23.012781,72.584195
ORD000241,Delhi,28.719539,77.08919,28.833777,77.065685
ORD000242,Mumbai,19.046049,72.886891,19.021711,72.901652
ORD000243,Bangalore,12.835834,77.672544,12.957638,77.615203
ORD000244,Kolkata,22.491612,88.367499,22.511358,88.371816
ORD000245,Hyderabad,17.500832,78.385499,17.255693,78.413284
ORD000246,Ahmedabad,23.012707,72.467151,23.014337,72.435192
ORD000247,Delhi,28.461045,77.047087,28.700061,77.085868
ORD000248,Mumbai,18.912826,72.850935,18.911732,72.833991
ORD000249,Bangalore,12.813223,77.564748,12.802293,77.567615
ORD000250,Kolkata,22.813999,88.401409,22.805718,88.385885
ORD000251,Hyderabad,17.23727,78.435243,17.227306,78.427849
ORD000252,Ahmedabad,22.981993,72.445765,23.009612,72.578063
ORD000253,Delhi,28.654663,77.457003,28.650322,77.446817
ORD000254,Mumbai,19.060753,72.888995,19.098877,72.881745
ORD000255,Bangalore,12.841418,77.648892,13.072822,77.575673
ORD000256,Kolkata,22.491444,88.379362,22.819015,88.410434
ORD000257,Hyderabad,17.224488,78.440918,17.495976,78.41117
ORD000258,Ahmedabad,23.193363,72.643732,23.207457,72.64215
ORD000259,Delhi,28.700695,77.125108,28.464239,77.034084
ORD000260,Mumbai,19.076882,72.872846,19.224004,72.958264
ORD000261,Bangalore,12.802545,77.584968,12.823906,77.650638
ORD000262,Kolkata,22.668685,88.026183,22.681723,88.053575
ORD000263,Hyderabad,17.538756,78.368851,17.391878,78.461426
ORD000264,Ahmedabad,22.987568,72.472794,22.917732,72.458689
ORD000265,Delhi,28.717146,77.114423,28.863375,77.079333
ORD000266,Mumbai,18.941044,72.826834,18.931745,72.819809
ORD000267,Bangalore,12.972924,77.608414,12.951753,77.601402
ORD000268,Kolkata,22.490769,88.370675,22.471193,88.18955
ORD000269,Hyderabad,17.25293,78.440935,17.248244,78.404742
ORD000270,Ahmedabad,22.895923,72.468669,22.895591,72.478685
ORD000271,Delhi,28.675738,77.454286,28.53068,77.179814
ORD000272,Mumbai,19.220748,72.952921,19.230663,72.961624
ORD000273,Bangalore,13.085593,77.59815,12.923068,77.599954
ORD000274,Kolkata,22.499123,88.380605,22.513033,88.367705
ORD000275,Hyderabad,17.488125,78.409264,17.46562,78.390083
ORD000276,Ahmedabad,23.110974,72.540956,22.896325,72.500484
ORD000277,Delhi,28.668537,77.459298,28.459163,77.032039
ORD000278,Mumbai,19.094406,72.857838,19.20319,72.996198
ORD000279,Bangalore,12.915922,77.610476,13.183942,77.690693
ORD000280,Kolkata,22.54996,88.347833,22.554934,88.346296
ORD000281,Hyderabad,17.589661,78.478323,17.225882,78.431774
ORD000282,Ahmedabad,23.116844,72.542564,23.121133,72.530834
ORD000283,Delhi,28.474156,77.018345,28.590719,77.199663
ORD000284,Mumbai,18.92047,72.840896,18.910378,72.821235
ORD000285,Bangalore,13.200616,77.682805,13.214223,77.702561
ORD000286,Kolkata,22.805507,88.41259,22.803253,88.402337
ORD000287,Hyderabad,17.241921,78.421753,17.406909,78.495041
ORD000288,Ahmedabad,23.015714,72.443172,23.006907,72.433845
ORD000289,Delhi,28.468471,77.018148,28.527132,77.195089
ORD000290,Mumbai,19.047945,72.886693,19.06165,72.891107
ORD000291,Bangalore,12.848849,77.658984,13.205737,77.705979
ORD000292,Kolkata,22.53386,88.342281,22.806932,88.403922
ORD000293,Hyderabad,17.462744,78.360298,17.378088,78.478429
ORD000294,Ahmedabad,22.885686,72.485435,23.122241,72.538146
ORD000295,Delhi,28.70963,77.097257,28.862016,77.079929
ORD000296,Mumbai,18.914534,72.838301,18.926437,72.815407
ORD000297,Bangalore,13.190002,77.713227,13.196848,77.700537
ORD000298,Kolkata,22.480201,88.221249,22.478176,88.20492
ORD000299,Hyderabad,17.242456,78.402222,17.22913,78.434091
ORD000300,Ahmedabad,23.043141,72.606798,23.120757,72.545494
ORD000301,Delhi,28.849254,77.09282,28.842063,77.097819
ORD000302,Mumbai,19.212733,72.972595,19.196155,72.992414
ORD000303,Bangalore,12.972884,77.613623,13.074473,77.57762
ORD000304,Kolkata,22.506711,88.370284,22.806376,88.417729
ORD000305,Hyderabad,17.53334,78.403839,17.492154,78.393611
ORD000306,Ahmedabad,23.19085,72.627159,23.219639,72.624986
ORD000307,Delhi,28.695786,77.101423,28.741749,77.101457
ORD000308,Mumbai,19.034749,72.896294,18.909474,72.836362
ORD000309,Bangalore,13.197426,77.711956,13.064917,77.566896
ORD000310,Kolkata,22.683321,88.02854,22.481945,88.369674
ORD000311,Hyderabad,17.40562,78.479503,17.521688,78.412711
ORD000312,Ahmedabad,23.038529,72.581802,23.122205,72.541582
ORD000313,Delhi,28.442337,77.031476,28.451979,76.99886
ORD000314,Mumbai,19.04445,72.90733,19.046186,72.895058
ORD000315,Bangalore,13.193601,77.702716,13.204815,77.711653
ORD000316,Kolkata,22.670023,88.036721,22.690738,88.039612
ORD000317,Hyderabad,17.424235,78.329925,17.445572,78.351588
ORD000318,Ahmedabad,23.010164,72.564982,23.21406,72.643667
ORD000319,Delhi,28.62717,77.183256,28.600602,77.188396
ORD000320,Mumbai,19.228907,72.99063,19.206227,72.953494
ORD000321,Bangalore,12.832738,77.663258,13.079179,77.577916
ORD000322,Kolkata,22.673747,88.057741,22.670788,88.045779
ORD000323,Hyderabad,17.230438,78.442292,17.239447,78.42239
ORD000324,Ahmedabad,23.04132,72.62016,23.088421,72.542206
ORD000325,Delhi,28.44197,77.04037,28.849889,77.067586
ORD000326,Mumbai,19.118622,72.870043,19.089768,72.869833
ORD000327,Bangalore,13.182979,77.69218,13.183694,77.684319
ORD000328,Kolkata,22.542356,88.348811,22.566921,88.346757
ORD000329,Hyderabad,17.387411,78.48136,17.361106,78.476594
ORD000330,Ahmedabad,22.995338,72.46266,22.975577,72.458093
ORD000331,Delhi,28.653108,77.456641,28.651598,77.4673
ORD000332,Mumbai,19.065007,72.898007,19.11756,72.891268
ORD000333,Bangalore,12.791212,77.557884,12.782483,77.567138
ORD000334,Kolkata,22.790537,88.387977,22.510507,88.34855
ORD000335,Hyderabad,17.622262,78.465789,17.603504,78.483907
ORD000336,Ahmedabad,23.221926,72.65406,23.016116,72.573928
ORD000337,Delhi,28.698096,77.103761,28.708225,77.104935
ORD000338,Mumbai,19.046025,72.882678,19.234354,72.962141
ORD000339,Bangalore,12.912094,77.627435,12.970419,77.58607
ORD000340,Kolkata,22.798749,88.396795,22.482713,88.372294
ORD000341,Hyderabad,17.392653,78.486807,17.589349,78.495305
ORD000342,Ahmedabad,23.096358,72.533815,23.019696,72.463061
ORD000343,Delhi,28.50022,77.183341,28.62487,77.215743
ORD000344,Mumbai,19.022781,72.887942,19.203347,72.969636
ORD000345,Bangalore,12.86326,77.66386,12.928474,77.640855
ORD000346,Kolkata,22.49288,88.212963,22.488225,88.179358
ORD000347,Hyderabad,17.47501,78.40219,17.471196,78.396643
ORD000348,Ahmedabad,23.100312,72.550915,23.123973,72.533586
ORD000349,Delhi,28.670368,77.438302,28.668129,77.466098
ORD000350,Mumbai,19.100423,72.880033,19.242745,72.981628
ORD000351,Bangalore,12.949692,77.589928,13.088458,77.601692
ORD000352,Kolkata,22.560469,88.343764,22.579286,88.376517
ORD000353,Hyderabad,17.609001,78.49246,17.451124,78.364878
ORD000354,Ahmedabad,23.123854,72.564424,23.132969,72.557674
ORD000355,Delhi,28.607087,77.216421,28.607869,77.225284
ORD000356,Mumbai,19.091642,72.869542,19.106954,72.865582
ORD000357,Bangalore,13.074155,77.585337,12.930383,77.641963
ORD000358,Kolkata,22.800916,88.383415,22.565916,88.385926
ORD000359,Hyderabad,17.446746,78.354694,17.444477,78.36415
ORD000360,Ahmedabad,23.111379,72.554697,22.919452,72.492835
ORD000361,Delhi,28.659533,77.455664,28.675454,77.435892
ORD000362,Mumbai,19.117015,72.861757,19.041665,72.914864
ORD000363,Bangalore,13.207072,77.715638,13.195237,77.71022
ORD000364,Kolkata,22.8015,88.413317,22.781202,88.392903
ORD000365,Hyderabad,17.442614,78.357334,17.240774,78.439207
ORD000366,Ahmedabad,23.068539,72.620491,23.069539,72.629007
ORD000367,Delhi,28.626372,77.192866,28.820936,77.081856
ORD000368,Mumbai,19.265736,72.873396,19.116958,72.85473
ORD000369,Bangalore,13.212931,77.700265,12.818977,77.650944
ORD000370,Kolkata,22.459589,88.181468,22.473374,88.193544
ORD000371,Hyderabad,17.511031,78.394746,17.397424,78.491625
ORD000372,Ahmedabad,22.921224,72.480855,23.018206,72.57363
ORD000373,Delhi,28.8351,77.059016,28.465449,77.038702
ORD000374,Mumbai,19.26651,72.869212,19.10406,72.895823
ORD000375,Bangalore,12.829486,77.657357,13.078225,77.584242
ORD000376,Kolkata,22.683201,88.062642,22.498385,88.365486
ORD000377,Hyderabad,17.549092,78.376171,17.550404,78.401434
ORD000378,Ahmedabad,23.014818,72.590753,23.01377,72.579196
ORD000379,Delhi,28.452051,76.999907,28.450574,77.015494
ORD000380,Mumbai,19.022442,72.894463,19.054971,72.884143
ORD000381,Bangalore,12.812023,77.568221,13.074868,77.582215
ORD000382,Kolkata,22.55997,88.369421,22.570166,88.371331
ORD000383,Hyderabad,17.472411,78.401126,17.436412,78.32958
ORD000384,Ahmedabad,23.219452,72.642828,22.900922,72.470033
ORD000385,Delhi,28.629193,77.21771,28.519905,77.182415
ORD000386,Mumbai,19.269916,72.850591,19.286263,72.84439
ORD000387,Bangalore,12.980533,77.613177,12.85648,77.646273
ORD000388,Kolkata,22.539639,88.339317,22.538471,88.351447
ORD000389,Hyderabad,17.522103,78.397378,17.531055,78.397465
ORD000390,Ahmedabad,23.087371,72.600926,23.082755,72.621348
ORD000391,Delhi,28.846934,77.043846,28.844517,77.090276
ORD000392,Mumbai,19.058912,72.863594,19.079928,72.891227
ORD000393,Bangalore,12.836536,77.655486,12.843419,77.642815
ORD000394,Kolkata,22.547847,88.328312,22.579662,88.391409
ORD000395,Hyderabad,17.471364,78.409602,17.504659,78.395126
ORD000396,Ahmedabad,23.024443,72.57916,23.036263,72.574846
ORD000397,Delhi,28.513857,77.176625,28.84726,77.09292
ORD000398,Mumbai,19.026246,72.875405,19.009439,72.891851
ORD000399,Bangalore,12.839436,77.651427,12.82637,77.656237
ORD000400,Kolkata,22.799181,88.41486,22.660628,88.060635
ORD000401,Hyderabad,17.627383,78.489142,17.389299,78.490283
ORD000402,Ahmedabad,23.082866,72.613135,23.070042,72.638821
ORD000403,Delhi,28.660863,77.469034,28.697406,77.10682
ORD000404,Mumbai,19.12146,72.888667,19.031767,72.867249
ORD000405,Bangalore,12.845337,77.660581,13.088258,77.568842
ORD000406,Kolkata,22.510631,88.390684,22.468869,88.180918
ORD000407,Hyderabad,17.392821,78.501833,17.366612,78.490287
ORD000408,Ahmedabad,23.095455,72.528528,23.003498,72.45924
ORD000409,Delhi,28.624943,77.19948,28.618425,77.193537
ORD000410,Mumbai,18.916312,72.839623,19.084795,72.863077
ORD000411,Bangalore,12.965513,77.586107,12.970049,77.57395
ORD000412,Kolkata,22.813921,88.431334,22.803827,88.408913
ORD000413,Hyderabad,17.616346,78.463059,17.510467,78.39889
ORD000414,Ahmedabad,23.103909,72.542212,22.930804,72.480162
ORD000415,Delhi,28.664508,77.457424,28.659852,77.450129
ORD000416,Mumbai,19.076125,72.867908,18.914291,72.807846
ORD000417,Bangalore,13.101961,77.586053,12.786675,77.56431
ORD000418,Kolkata,22.530606,88.328305,22.489142,88.195395
ORD000419,Hyderabad,17.426384,78.325372,17.444459,78.345438
ORD000420,Ahmedabad,22.900302,72.475455,22.921348,72.458271
ORD000421,Delhi,28.666141,77.477894,28.813793,77.070777
ORD000422,Mumbai,19.235145,72.973868,19.054226,72.894086
ORD000423,Bangalore,12.979167,77.576792,12.954642,77.612746
ORD000424,Kolkata,22.804642,88.404004,22.483299,88.364143
ORD000425,Hyderabad,17.485689,78.382716,17.375178,78.470836
ORD000426,Ahmedabad,23.114325,72.553019,23.090791,72.557218
ORD000427,Delhi,28.83276,77.043737,28.825019,77.080326
ORD000428,Mumbai,18.911576,72.846344,19.091472,72.881858
ORD000429,Bangalore,12.976193,77.603461,12.929054,77.617058
ORD000430,Kolkata,22.560799,88.364095,22.54008,88.355746
ORD000431,Hyderabad,17.431267,78.375625,17.384046,78.500841
